Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employed_status,Payment_method,Referal,Amount_spent,Age_Group
2/26/2020,152480,Female,36,Single,New Mexico,Gold,Self-Employed,Other,0,$203.83,30-39
2/26/2020,152481,Male,53,Single,Michigan,Platinum,Employed,PayPal,1,"$1,793.15",50-59
2/26/2020,152482,Male,0,Married,Nevada,Silver,Employed,PayPal,0,$269.06,90 & Above
2/26/2020,152483,Female,29,Single,Oregon,Missing,Self-Employed,Other,0,"$2,580.54",20-29
2/27/2020,152484,Female,78,Married,Kentucky,Basic,Employed,PayPal,1,$818.33,70-79
2/28/2020,152485,Male,53,Single,New Mexico,Basic,Employed,PayPal,1,"$2,948.12",50-59
2/28/2020,152486,Female,26,Single,New Jersey,Basic,Employed,Card,0,$131.54,20-29
2/28/2020,152487,Male,43,Married,Idaho,Silver,Employed,Card,1,"$2,902.45",40-49
2/28/2020,152488,Female,71,Single,Nevada,Platinum,Employed,PayPal,1,"$1,301.11",70-79
2/28/2020,152489,Female,75,Married,Maryland,Platinum,Employed,PayPal,1,"$2,740.01",70-79
2/29/2020,152490,Male,38,Single,Michigan,Silver,Employed,PayPal,1,"$2,813.89",30-39
03/02/2020,152491,Male,60,Single,Oregon,Gold,Employed,PayPal,0,"$1,142.85",60-69
03/02/2020,152492,Male,26,Married,Maryland,Silver,Employed,PayPal,1,$8.67,20-29
03/03/2020,152493,Male,76,Single,Maine,Basic,Self-Employed,PayPal,0,"$2,757.85",70-79
03/04/2020,152494,Male,32,Single,Kentucky,Silver,Employed,PayPal,1,"$2,750.32",30-39
03/04/2020,152495,Female,51,Married,Alaska,Basic,Employed,Other,1,"$2,594.75",50-59
03/04/2020,152496,Female,0,Married,Louisiana,Basic,Employed,Other,0,$720.49,90 & Above
03/05/2020,152497,Male,61,Married,Kansas,Basic,Unknown,Card,1,$126.08,60-69
03/05/2020,152498,Female,66,Married,Oregon,Basic,Employed,PayPal,0,"$1,610.44",60-69
03/05/2020,152499,Female,63,Single,Oregon,Basic,Employed,PayPal,1,"$1,462.64",60-69
03/06/2020,152500,Female,56,Married,Florida,Basic,Unemployed,Other,1,"$2,741.78",50-59
03/06/2020,152501,Female,72,Single,Arizona,Gold,Employed,Other,1,"$2,906.76",70-79
03/07/2020,152502,Male,51,Single,Idaho,Basic,Employed,PayPal,1,"$1,100.58",50-59
03/07/2020,152503,Female,58,Married,Massachusetts,Basic,Employed,PayPal,0,$290.50,50-59
03/07/2020,152504,Male,19,Single,Minnesota,Silver,Employed,Other,1,"$1,762.99",15-19
03/07/2020,152505,Male,59,Married,New Hampshire,Silver,Self-Employed,PayPal,1,"$1,177.86",50-59
03/07/2020,152506,Female,43,Single,Pennsylvania,Silver,Employed,PayPal,1,$501.28,40-49
03/08/2020,152507,Female,58,Single,New Jersey,Platinum,Self-Employed,Card,1,$508.39,50-59
03/08/2020,152508,Male,37,Married,Rhode Island,Silver,Unemployed,Card,0,"$2,480.31",30-39
03/08/2020,152509,Male,77,Single,Texas,Silver,Employed,Other,1,$332.43,70-79
03/09/2020,152510,Female,40,Married,Delaware,Basic,Employed,PayPal,1,$902.85,40-49
03/09/2020,152511,Female,37,Married,South Carolina,Silver,Employed,PayPal,1,"$1,383.85",30-39
03/09/2020,152512,Male,43,Married,Delaware,Basic,Unemployed,Other,1,$0.00,40-49
03/10/2020,152513,Female,19,Married,Pennsylvania,Platinum,Employed,PayPal,0,$0.00,15-19
03/10/2020,152514,Female,39,Married,Indiana,Silver,Self-Employed,Other,1,$810.56,30-39
03/10/2020,152515,Female,27,Married,Kentucky,Silver,Employed,Other,0,"$2,957.04",20-29
03/11/2020,152516,Female,19,Married,Utah,Gold,Unemployed,Card,0,"$1,101.86",15-19
03/11/2020,152517,Male,65,Married,California,Basic,Unemployed,PayPal,1,$884.14,60-69
03/11/2020,152518,Male,27,Single,Wisconsin,Platinum,Unemployed,Other,1,$0.00,20-29
3/13/2020,152519,Male,19,Married,Wisconsin,Platinum,Employed,PayPal,0,$719.49,15-19
3/13/2020,152520,Male,16,Married,Mississippi,Platinum,Employed,Other,1,"$1,222.43",15-19
3/13/2020,152521,Female,37,Married,Nevada,Silver,Self-Employed,Other,0,$507.25,30-39
3/13/2020,152522,Female,30,Single,Texas,Missing,Employed,PayPal,0,"$2,457.09",30-39
3/14/2020,152523,Female,34,Married,Kentucky,Basic,Employed,Card,0,"$2,015.07",30-39
3/15/2020,152524,Male,57,Single,New Mexico,Platinum,Employed,PayPal,0,$57.81,50-59
3/15/2020,152525,Female,21,Married,Missouri,Basic,Self-Employed,PayPal,0,"$2,944.92",20-29
3/17/2020,152526,Male,17,Married,Wisconsin,Platinum,Self-Employed,Card,0,$411.33,15-19
3/17/2020,152527,Male,60,Married,Georgia,Basic,Self-Employed,PayPal,1,"$2,712.47",60-69
3/17/2020,152528,Male,76,Married,North Carolina,Platinum,Employed,PayPal,0,"$1,133.76",70-79
3/17/2020,152529,Male,43,Single,New Mexico,Platinum,Self-Employed,PayPal,1,$828.36,40-49
3/18/2020,152530,Male,19,Married,Georgia,Silver,Self-Employed,Other,1,"$1,035.28",15-19
3/18/2020,152531,Female,68,Single,Connecticut,Missing,Employed,Other,0,"$2,420.70",60-69
3/18/2020,152532,Male,54,Married,Florida,Basic,Employed,PayPal,1,"$1,012.36",50-59
3/20/2020,152533,Male,38,Married,Pennsylvania,Silver,Employed,Card,0,$774.74,30-39
3/20/2020,152534,Female,72,Single,Tennessee,Missing,Self-Employed,PayPal,0,$238.21,70-79
3/20/2020,152535,Male,32,Single,Arkansas,Basic,Unemployed,PayPal,0,"$2,546.71",30-39
3/20/2020,152536,Female,34,Single,Missouri,Platinum,Unemployed,Other,0,"$2,655.20",30-39
3/20/2020,152537,Female,52,Married,Ohio,Basic,Employed,Card,1,"$2,772.71",50-59
3/21/2020,152538,Male,38,Married,Washington,Gold,Self-Employed,PayPal,1,"$1,714.81",30-39
3/21/2020,152539,Male,65,Married,Maine,Basic,Employed,PayPal,0,$944.48,60-69
3/22/2020,152540,Female,32,Single,Ohio,Silver,Employed,Other,0,"$1,969.64",30-39
3/23/2020,152541,Female,28,Single,Illinois,Platinum,Employed,Card,1,"$1,105.48",20-29
3/23/2020,152542,Female,50,Single,New Hampshire,Missing,Self-Employed,PayPal,0,"$2,541.80",50-59
3/23/2020,152543,Female,47,Married,Tennessee,Silver,Employed,Card,1,"$1,735.23",40-49
3/23/2020,152544,Female,32,Married,Kentucky,Basic,Self-Employed,PayPal,0,"$2,940.55",30-39
3/24/2020,152545,Female,68,Single,Missouri,Missing,Unemployed,Card,1,"$2,401.06",60-69
3/24/2020,152546,Male,55,Married,Arizona,Basic,Unemployed,Card,0,"$1,855.15",50-59
3/24/2020,152547,Male,25,Single,West Virginia,Basic,Employed,PayPal,1,$450.85,20-29
3/24/2020,152548,Female,21,Single,Massachusetts,Silver,Employed,PayPal,1,$283.61,20-29
3/24/2020,152549,Female,32,Married,Florida,Basic,Unemployed,Card,1,$200.88,30-39
3/24/2020,152550,Female,71,Single,Kentucky,Silver,Self-Employed,PayPal,0,"$1,364.29",70-79
3/25/2020,152551,Female,77,Single,Georgia,Platinum,Employed,Other,1,"$1,844.08",70-79
3/25/2020,152552,Male,38,Married,Illinois,Missing,Employed,Other,1,$0.00,30-39
3/25/2020,152553,Male,47,Married,North Carolina,Basic,Employed,Card,0,"$1,877.79",40-49
3/26/2020,152554,Female,49,Single,Connecticut,Basic,Employed,Card,1,$485.26,40-49
3/26/2020,152555,Female,61,Single,Maine,Basic,Employed,Other,1,$250.49,60-69
3/27/2020,152556,Female,77,Single,Texas,Basic,Employed,Card,1,"$1,838.09",70-79
3/27/2020,152557,Female,17,Single,Alabama,Platinum,Employed,Other,1,"$1,578.58",15-19
3/27/2020,152558,Male,77,Married,Colorado,Missing,Self-Employed,Card,0,"$2,826.56",70-79
3/27/2020,152559,Female,19,Married,Washington,Silver,Employed,Other,0,"$2,730.17",15-19
3/29/2020,152560,Male,38,Single,Nebraska,Platinum,Self-Employed,PayPal,1,$0.00,30-39
3/30/2020,152561,Female,60,Single,Montana,Silver,Self-Employed,Card,0,$428.95,60-69
3/30/2020,152562,Female,59,Married,Wisconsin,Basic,Employed,PayPal,0,$123.42,50-59
3/31/2020,152563,Male,45,Married,Kansas,Basic,Employed,Card,1,"$2,534.05",40-49
3/31/2020,152564,Female,36,Single,Washington,Basic,Employed,Card,1,$590.22,30-39
3/31/2020,152565,Male,45,Married,Illinois,Basic,Employed,Other,0,"$1,364.74",40-49
3/31/2020,152566,Male,58,Married,Maine,Basic,Employed,PayPal,1,$76.54,50-59
3/31/2020,152567,Male,77,Married,Virginia,Gold,Employed,PayPal,1,$426.60,70-79
04/01/2020,152568,Male,55,Married,New York,Basic,Self-Employed,PayPal,0,"$1,112.58",50-59
04/01/2020,152569,Female,48,Single,Minnesota,Basic,Employed,Card,1,"$1,689.39",40-49
04/01/2020,152570,Female,68,Married,Delaware,Basic,Employed,PayPal,0,$228.12,60-69
04/02/2020,152571,Female,24,Single,West Virginia,Basic,Employed,Card,1,"$1,141.44",20-29
04/03/2020,152572,Female,49,Single,Colorado,Gold,Employed,Other,1,$840.99,40-49
04/03/2020,152573,Female,66,Married,Texas,Platinum,Employed,PayPal,0,"$1,152.59",60-69
04/04/2020,152574,Female,32,Married,Hawaii,Basic,Employed,Card,1,$857.79,30-39
04/04/2020,152575,Male,15,Married,Illinois,Platinum,Self-Employed,Card,1,"$2,417.48",15-19
04/04/2020,152576,Female,26,Married,South Dakota,Basic,Employed,PayPal,0,$256.89,20-29
04/05/2020,152577,Male,16,Married,Wyoming,Gold,Self-Employed,Card,0,$714.17,15-19
04/05/2020,152578,Female,21,Single,Oklahoma,Gold,Employed,PayPal,1,$0.00,20-29
04/05/2020,152579,Female,71,Married,Nevada,Platinum,Employed,PayPal,0,"$1,561.04",70-79
04/05/2020,152580,Male,60,Married,Maine,Platinum,Unemployed,Card,0,$0.00,60-69
04/06/2020,152581,Female,18,Married,Arkansas,Missing,Employed,PayPal,0,$754.73,15-19
04/06/2020,152582,Male,41,Married,Pennsylvania,Basic,Self-Employed,Other,1,"$2,865.28",40-49
04/07/2020,152583,Female,75,Married,Kentucky,Basic,Unknown,PayPal,0,"$2,854.02",70-79
04/07/2020,152584,Female,16,Single,Idaho,Basic,Employed,Other,0,"$1,794.19",15-19
04/08/2020,152585,Female,44,Single,Oklahoma,Platinum,Employed,PayPal,0,"$2,475.49",40-49
04/08/2020,152586,Male,69,Married,Indiana,Basic,Employed,PayPal,0,"$1,898.75",60-69
04/09/2020,152587,Female,33,Single,Kentucky,Basic,Unemployed,Card,0,$669.93,30-39
04/09/2020,152588,Female,36,Single,California,Basic,Self-Employed,PayPal,1,$393.94,30-39
04/09/2020,152589,Female,19,Single,Montana,Gold,Employed,PayPal,1,$214.11,15-19
04/11/2020,152590,Male,20,Single,Wyoming,Basic,Employed,PayPal,0,$0.00,20-29
04/11/2020,152591,Female,0,Married,Pennsylvania,Basic,Employed,PayPal,1,$962.34,90 & Above
04/11/2020,152592,Male,41,Single,Washington,Basic,Employed,Other,0,$714.35,40-49
04/11/2020,152593,Male,65,Single,Utah,Platinum,Self-Employed,Card,1,$0.00,60-69
04/12/2020,152594,Female,49,Married,Louisiana,Platinum,Employed,PayPal,0,"$2,846.00",40-49
4/13/2020,152595,Male,64,Single,Indiana,Basic,Employed,PayPal,0,$268.19,60-69
4/13/2020,152596,Male,60,Married,Oregon,Basic,Employed,Other,1,"$2,491.10",60-69
4/13/2020,152597,Male,51,Single,Louisiana,Gold,Self-Employed,PayPal,1,"$1,493.06",50-59
4/13/2020,152598,Male,56,Married,Hawaii,Silver,Employed,PayPal,1,"$1,239.01",50-59
4/13/2020,152599,Female,28,Married,Massachusetts,Basic,Employed,Card,0,"$1,398.36",20-29
4/14/2020,152600,Male,64,Single,Washington,Platinum,Employed,Card,0,$0.00,60-69
4/14/2020,152601,Male,74,Married,Kansas,Platinum,Self-Employed,Other,0,$473.24,70-79
4/14/2020,152602,Male,28,Married,Washington,Silver,Unemployed,Card,1,$292.45,20-29
4/14/2020,152603,Male,58,Single,Idaho,Basic,Self-Employed,Other,1,$741.93,50-59
4/15/2020,152604,Male,20,Single,Wyoming,Basic,Employed,PayPal,1,"$2,582.51",20-29
4/15/2020,152605,Female,21,Single,California,Silver,Employed,Other,1,$977.61,20-29
4/15/2020,152606,Female,34,Married,Massachusetts,Basic,Employed,PayPal,0,$247.80,30-39
4/16/2020,152607,Female,57,Married,Iowa,Basic,Employed,Other,1,$402.66,50-59
4/16/2020,152608,Female,35,Single,Colorado,Gold,Employed,PayPal,1,$395.99,30-39
4/17/2020,152609,Female,58,Married,Colorado,Basic,Employed,PayPal,1,"$2,903.98",50-59
4/17/2020,152610,Male,37,Single,Illinois,Platinum,Self-Employed,Card,1,"$1,583.01",30-39
4/17/2020,152611,Female,51,Married,New Jersey,Silver,Employed,PayPal,0,"$1,665.44",50-59
4/18/2020,152612,Female,73,Married,Minnesota,Missing,Self-Employed,PayPal,1,"$2,774.50",70-79
4/18/2020,152613,Female,42,Married,Oregon,Silver,Unemployed,Card,1,"$2,659.77",40-49
4/18/2020,152614,Female,33,Married,Oregon,Basic,Employed,PayPal,0,$626.92,30-39
4/19/2020,152615,Male,50,Married,New Hampshire,Gold,Self-Employed,PayPal,1,$586.68,50-59
4/19/2020,152616,Female,18,Married,Delaware,Silver,Employed,Card,0,$0.00,15-19
4/19/2020,152617,Male,71,Married,Mississippi,Basic,Employed,Other,1,$810.74,70-79
4/20/2020,152618,Female,42,Married,Illinois,Platinum,Employed,Card,1,$557.70,40-49
4/20/2020,152619,Male,75,Married,New York,Platinum,Employed,PayPal,1,$815.59,70-79
4/20/2020,152620,Female,29,Single,New York,Missing,Self-Employed,PayPal,0,"$1,565.00",20-29
4/21/2020,152621,Male,38,Married,New Mexico,Platinum,Employed,Card,1,"$2,469.32",30-39
4/21/2020,152622,Female,48,Single,Illinois,Basic,Employed,Other,0,"$2,790.76",40-49
4/21/2020,152623,Male,61,Married,North Dakota,Basic,Employed,PayPal,1,"$1,198.33",60-69
4/21/2020,152624,Male,37,Married,North Carolina,Basic,Employed,PayPal,1,"$1,847.18",30-39
4/22/2020,152625,Female,44,Single,Arizona,Basic,Employed,Other,1,"$2,873.01",40-49
4/23/2020,152626,Female,0,Single,Florida,Basic,Employed,PayPal,1,$644.43,90 & Above
4/24/2020,152627,Female,33,Single,Arkansas,Silver,Self-Employed,Other,0,"$2,721.75",30-39
4/25/2020,152628,Female,63,Single,Minnesota,Basic,Self-Employed,Card,0,"$2,562.56",60-69
4/26/2020,152629,Female,27,Married,Illinois,Platinum,Employed,PayPal,0,$693.59,20-29
4/27/2020,152630,Female,50,Single,Utah,Basic,Employed,Card,0,$952.25,50-59
4/27/2020,152631,Male,41,Single,California,Basic,Employed,PayPal,0,$224.65,40-49
4/28/2020,152632,Female,73,Single,Nebraska,Silver,Employed,Card,0,$164.69,70-79
4/28/2020,152633,Female,53,Married,Minnesota,Basic,Self-Employed,PayPal,0,"$1,957.02",50-59
4/29/2020,152634,Male,55,Married,Wyoming,Basic,Employed,PayPal,1,"$2,976.07",50-59
4/29/2020,152635,Male,53,Married,Delaware,Silver,Self-Employed,PayPal,0,"$1,344.45",50-59
4/29/2020,152636,Male,39,Single,Colorado,Platinum,Employed,Other,0,"$2,552.31",30-39
4/29/2020,152637,Female,55,Married,Mississippi,Basic,Employed,Card,1,$720.13,50-59
4/29/2020,152638,Male,70,Married,South Carolina,Basic,Employed,PayPal,0,"$2,793.46",70-79
4/29/2020,152639,Female,22,Single,Arkansas,Gold,Self-Employed,Card,0,$242.49,20-29
4/30/2020,152640,Female,45,Single,Connecticut,Platinum,Employed,PayPal,0,"$2,511.86",40-49
4/30/2020,152641,Female,18,Single,Missouri,Silver,Unemployed,Card,1,$0.00,15-19
05/01/2020,152642,Female,39,Married,Hawaii,Gold,Employed,Card,0,$324.40,30-39
05/01/2020,152643,Female,27,Single,New York,Platinum,Employed,PayPal,0,$386.88,20-29
05/03/2020,152644,Male,33,Single,South Dakota,Basic,Employed,Other,0,$409.17,30-39
05/03/2020,152645,Female,47,Married,Utah,Silver,Employed,PayPal,0,$147.56,40-49
05/03/2020,152646,Male,21,Single,Mississippi,Platinum,Unemployed,PayPal,1,"$2,921.43",20-29
05/03/2020,152647,Male,61,Single,Idaho,Missing,Employed,Card,1,"$2,677.17",60-69
05/05/2020,152648,Female,75,Single,Maine,Missing,Self-Employed,PayPal,0,$234.49,70-79
05/05/2020,152649,Male,28,Married,Pennsylvania,Silver,Employed,PayPal,0,$682.37,20-29
05/05/2020,152650,Male,64,Married,Illinois,Basic,Employed,Card,1,"$1,183.79",60-69
05/05/2020,152651,Female,72,Married,Rhode Island,Silver,Employed,PayPal,1,$891.19,70-79
05/05/2020,152652,Male,17,Single,Kentucky,Silver,Unemployed,PayPal,1,"$1,809.36",15-19
05/06/2020,152653,Male,67,Married,New Hampshire,Basic,Employed,PayPal,1,"$1,838.74",60-69
05/07/2020,152654,Female,16,Married,Massachusetts,Silver,Employed,PayPal,1,$950.46,15-19
05/07/2020,152655,Female,72,Married,Mississippi,Basic,Self-Employed,PayPal,1,$348.16,70-79
05/07/2020,152656,Female,37,Married,New York,Basic,Employed,Card,0,"$2,003.85",30-39
05/07/2020,152657,Male,52,Married,Kentucky,Platinum,Employed,Other,1,"$1,040.72",50-59
05/07/2020,152658,Male,17,Married,South Carolina,Gold,Employed,Card,1,$580.48,15-19
05/08/2020,152659,Male,27,Married,Florida,Gold,Self-Employed,PayPal,1,"$1,877.91",20-29
05/08/2020,152660,Female,35,Single,Connecticut,Platinum,Employed,Other,0,"$1,141.54",30-39
05/09/2020,152661,Male,57,Single,North Carolina,Silver,Employed,PayPal,0,"$1,919.51",50-59
05/09/2020,152662,Female,76,Single,Illinois,Silver,Employed,PayPal,1,$0.00,70-79
05/10/2020,152663,Female,33,Single,Louisiana,Platinum,Employed,Card,1,"$1,859.43",30-39
05/11/2020,152664,Female,28,Single,Illinois,Basic,Self-Employed,Card,0,"$2,436.86",20-29
05/11/2020,152665,Female,54,Married,Delaware,Basic,Employed,PayPal,1,"$1,826.02",50-59
05/11/2020,152666,Male,42,Single,Kansas,Silver,Self-Employed,PayPal,1,"$1,763.71",40-49
05/12/2020,152667,Male,59,Single,Kentucky,Platinum,Employed,Card,1,$969.93,50-59
05/12/2020,152668,Female,72,Married,Oregon,Missing,Employed,Card,1,"$1,113.41",70-79
05/12/2020,152669,Female,45,Married,Wyoming,Platinum,Employed,Card,0,$56.06,40-49
5/13/2020,152670,Female,76,Married,Oregon,Basic,Employed,PayPal,0,"$1,476.77",70-79
5/13/2020,152671,Male,22,Married,Maine,Basic,Self-Employed,PayPal,0,"$2,648.71",20-29
5/13/2020,152672,Female,28,Married,Alabama,Platinum,Self-Employed,Other,1,"$1,424.70",20-29
5/13/2020,152673,Male,72,Married,Colorado,Basic,Employed,PayPal,1,$0.00,70-79
5/13/2020,152674,Male,37,Married,Connecticut,Silver,Self-Employed,PayPal,1,"$2,940.37",30-39
5/13/2020,152675,Female,43,Married,Iowa,Silver,Employed,Card,1,"$1,889.07",40-49
5/14/2020,152676,Male,16,Married,Nevada,Basic,Self-Employed,Other,1,"$1,047.63",15-19
5/14/2020,152677,Female,62,Married,New Hampshire,Basic,Self-Employed,Other,1,"$1,914.37",60-69
5/15/2020,152678,Male,76,Single,Colorado,Silver,Unemployed,PayPal,0,"$1,364.23",70-79
5/15/2020,152679,Female,64,Single,North Carolina,Silver,Self-Employed,PayPal,1,"$1,276.36",60-69
5/15/2020,152680,Female,16,Married,Tennessee,Basic,Employed,PayPal,1,$701.22,15-19
5/15/2020,152681,Male,71,Married,New Mexico,Gold,Unemployed,Other,1,$540.65,70-79
5/17/2020,152682,Female,36,Single,Texas,Basic,Employed,Card,0,"$1,943.78",30-39
5/17/2020,152683,Female,24,Married,North Dakota,Basic,Employed,Other,0,$192.45,20-29
5/18/2020,152684,Male,61,Single,North Carolina,Basic,Employed,Card,0,$0.00,60-69
5/18/2020,152685,Female,62,Married,Mississippi,Silver,Employed,Other,1,$31.13,60-69
5/18/2020,152686,Male,37,Married,Arkansas,Platinum,Unemployed,PayPal,1,"$1,927.09",30-39
5/19/2020,152687,Male,47,Married,New Mexico,Basic,Employed,PayPal,1,"$1,708.52",40-49
5/19/2020,152688,Female,21,Single,Pennsylvania,Silver,Employed,Card,1,$975.61,20-29
5/19/2020,152689,Female,71,Single,Wyoming,Platinum,Unemployed,Card,1,"$1,190.23",70-79
5/19/2020,152690,Female,21,Married,New Mexico,Basic,Self-Employed,Other,0,$334.86,20-29
5/19/2020,152691,Female,32,Married,Vermont,Basic,Employed,PayPal,0,$570.48,30-39
5/20/2020,152692,Male,58,Married,Ohio,Basic,Self-Employed,Other,0,"$1,746.89",50-59
5/20/2020,152693,Female,18,Married,Georgia,Basic,Employed,Other,1,"$2,926.09",15-19
5/20/2020,152694,Male,71,Married,Oregon,Basic,Unemployed,Other,1,$975.54,70-79
5/21/2020,152695,Male,76,Single,Maine,Basic,Employed,PayPal,1,$0.00,70-79
5/22/2020,152696,Unknown,48,Married,North Carolina,Silver,Self-Employed,Other,0,"$1,001.32",40-49
5/22/2020,152697,Female,59,Married,New Jersey,Silver,Employed,Other,1,"$2,571.83",50-59
5/22/2020,152698,Female,31,Married,Kentucky,Silver,Employed,Card,1,$0.00,30-39
5/23/2020,152699,Female,55,Married,Oregon,Platinum,Unemployed,Card,0,$114.52,50-59
5/23/2020,152700,Male,18,Married,Nevada,Basic,Employed,Card,1,$0.00,15-19
5/23/2020,152701,Female,0,Married,Washington,Silver,Employed,Card,1,$0.00,90 & Above
5/23/2020,152702,Female,39,Married,South Dakota,Basic,Self-Employed,PayPal,1,$0.00,30-39
5/24/2020,152703,Male,0,Married,Kentucky,Basic,Employed,PayPal,0,"$1,030.11",90 & Above
5/24/2020,152704,Female,35,Married,New Jersey,Basic,Self-Employed,PayPal,1,"$2,561.53",30-39
5/24/2020,152705,Male,48,Married,Minnesota,Missing,Employed,Card,0,$138.99,40-49
5/25/2020,152706,Female,0,Single,Wisconsin,Platinum,Unemployed,PayPal,1,"$1,504.44",90 & Above
5/25/2020,152707,Male,50,Married,New Hampshire,Gold,Self-Employed,Card,1,"$1,729.95",50-59
5/25/2020,152708,Female,28,Married,Nevada,Gold,Self-Employed,PayPal,1,"$1,056.61",20-29
5/25/2020,152709,Male,56,Married,New York,Basic,Employed,PayPal,1,"$2,901.83",50-59
5/25/2020,152710,Female,56,Married,Colorado,Basic,Self-Employed,Card,1,"$2,557.10",50-59
5/25/2020,152711,Female,71,Married,Louisiana,Basic,Employed,PayPal,1,"$1,322.31",70-79
5/26/2020,152712,Male,24,Married,Maine,Platinum,Unemployed,PayPal,0,$244.89,20-29
5/26/2020,152713,Female,61,Single,Hawaii,Basic,Employed,Card,1,$693.43,60-69
5/27/2020,152714,Female,27,Single,Colorado,Silver,Employed,Card,0,"$1,185.20",20-29
5/27/2020,152715,Male,33,Married,South Dakota,Silver,Employed,Card,1,$0.00,30-39
5/28/2020,152716,Female,63,Single,Pennsylvania,Platinum,Self-Employed,PayPal,1,"$2,409.86",60-69
5/28/2020,152717,Female,70,Married,South Carolina,Missing,Employed,PayPal,1,"$1,317.93",70-79
5/28/2020,152718,Female,28,Married,Kansas,Silver,Employed,PayPal,0,"$1,031.86",20-29
5/29/2020,152719,Female,53,Married,Iowa,Basic,Self-Employed,PayPal,1,"$2,640.96",50-59
5/29/2020,152720,Female,71,Married,Idaho,Basic,Employed,Other,0,$228.71,70-79
5/29/2020,152721,Male,31,Married,Virginia,Basic,Employed,PayPal,1,$108.47,30-39
5/30/2020,152722,Female,73,Single,New Jersey,Silver,Employed,PayPal,0,"$1,683.58",70-79
5/30/2020,152723,Female,54,Single,Illinois,Basic,Employed,Card,1,"$1,762.21",50-59
5/30/2020,152724,Male,63,Married,Ohio,Gold,Employed,PayPal,1,$645.51,60-69
5/30/2020,152725,Female,61,Married,Montana,Basic,Employed,PayPal,1,"$1,755.41",60-69
5/30/2020,152726,Male,60,Single,Delaware,Gold,Employed,PayPal,1,$55.65,60-69
5/31/2020,152727,Male,56,Single,Connecticut,Silver,Employed,PayPal,0,"$1,358.84",50-59
5/31/2020,152728,Female,50,Single,New Mexico,Missing,Employed,Other,1,"$1,323.49",50-59
5/31/2020,152729,Female,63,Single,Missouri,Basic,Self-Employed,Other,0,"$2,725.43",60-69
06/01/2020,152730,Female,59,Married,Wisconsin,Silver,Employed,Card,0,$50.83,50-59
06/01/2020,152731,Male,17,Married,Nebraska,Platinum,Employed,PayPal,0,$547.97,15-19
06/02/2020,152732,Female,76,Married,New Jersey,Basic,Unemployed,PayPal,1,$659.75,70-79
06/02/2020,152733,Male,63,Married,Missouri,Gold,Employed,PayPal,1,$809.09,60-69
06/03/2020,152734,Female,68,Single,South Dakota,Platinum,Employed,PayPal,1,"$2,975.50",60-69
06/03/2020,152735,Male,19,Married,Maine,Missing,Employed,Other,0,"$1,909.48",15-19
06/03/2020,152736,Female,24,Married,South Carolina,Gold,Employed,Card,0,$0.00,20-29
06/03/2020,152737,Male,56,Married,Wisconsin,Silver,Employed,PayPal,1,$731.05,50-59
06/03/2020,152738,Male,60,Single,Washington,Missing,Employed,Other,1,"$2,403.94",60-69
06/04/2020,152739,Male,16,Married,Maine,Basic,Self-Employed,PayPal,1,$994.84,15-19
06/05/2020,152740,Male,25,Married,Iowa,Basic,Employed,PayPal,0,$0.00,20-29
06/05/2020,152741,Female,17,Married,Iowa,Missing,Employed,Other,1,$619.26,15-19
06/05/2020,152742,Male,78,Married,Massachusetts,Basic,Employed,PayPal,1,"$1,150.72",70-79
06/06/2020,152743,Male,54,Single,West Virginia,Platinum,Self-Employed,Other,1,$964.18,50-59
06/06/2020,152744,Female,44,Single,New Jersey,Basic,Unemployed,PayPal,0,"$1,972.91",40-49
06/06/2020,152745,Female,70,Married,Massachusetts,Silver,Employed,Other,0,"$2,444.49",70-79
06/07/2020,152746,Female,35,Single,Georgia,Basic,Employed,Card,1,$189.69,30-39
06/07/2020,152747,Male,63,Single,Kentucky,Platinum,Employed,Card,1,$0.00,60-69
06/07/2020,152748,Female,67,Married,Kansas,Platinum,Employed,Other,0,$524.88,60-69
06/07/2020,152749,Female,36,Single,North Carolina,Silver,Employed,Other,1,$209.75,30-39
06/08/2020,152750,Female,77,Married,Colorado,Gold,Employed,Other,1,"$2,480.85",70-79
06/08/2020,152751,Male,48,Married,Pennsylvania,Basic,Unemployed,PayPal,1,"$1,755.60",40-49
06/08/2020,152752,Male,78,Married,New Mexico,Basic,Unemployed,Card,1,$95.05,70-79
06/08/2020,152753,Female,39,Single,Oklahoma,Platinum,Unemployed,Card,0,"$1,557.50",30-39
06/09/2020,152754,Female,68,Married,Wyoming,Silver,Employed,PayPal,1,"$1,354.59",60-69
06/09/2020,152755,Female,69,Married,Minnesota,Platinum,Unemployed,Other,1,"$2,455.66",60-69
06/10/2020,152756,Male,18,Single,South Carolina,Missing,Employed,Other,0,$0.00,15-19
06/11/2020,152757,Male,74,Married,South Dakota,Basic,Employed,PayPal,1,"$2,477.45",70-79
06/11/2020,152758,Female,34,Married,Rhode Island,Basic,Unemployed,PayPal,0,"$1,132.75",30-39
06/11/2020,152759,Unknown,52,Single,Oregon,Basic,Employed,PayPal,0,$105.04,50-59
06/12/2020,152760,Female,67,Single,Tennessee,Platinum,Employed,Other,1,"$1,689.87",60-69
06/12/2020,152761,Female,49,Married,Colorado,Silver,Employed,PayPal,1,"$2,401.32",40-49
6/13/2020,152762,Male,67,Married,Georgia,Basic,Employed,Card,0,"$1,847.47",60-69
